"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","Green Party","4"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","Reform UK","3"
"2020-06-05","2020-06-10","Great Britain","Ipsos-MORI","Evening Standard","Green Party","1"
"2020-06-09","2020-06-10","Great Britain","Survation","NA","Reform UK","1"
"2020-06-09","2020-06-10","United Kingdom","Survation","NA","Reform UK","1"
"2020-06-01","2020-06-05","Scotland","Norstat","Scot Goes Pop","SNP","51"
"2020-06-04","2020-06-05","Great Britain","Opinium","Observer","Conservative","43"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","Conservative","41"
"2020-06-04","2020-06-05","Great Britain","Opinium","Observer","Labour","40"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","Labour","38"
"2020-06-01","2020-06-05","Scotland","Norstat","Scot Goes Pop","Conservative","21"
"2020-06-01","2020-06-05","Scotland","Norstat","Scot Goes Pop","Labour","19"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","8"
"2020-06-01","2020-06-05","Scotland","Norstat","Scot Goes Pop","Liberal Democrats","6"
"2020-06-04","2020-06-05","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-06-04","2020-06-05","Great Britain","Opinium","Observer","SNP","5"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","Green Party","4"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","Reform UK","3"
"2020-06-04","2020-06-05","Great Britain","Opinium","Observer","Green Party","3"
"2020-06-01","2020-06-05","Scotland","Norstat","Scot Goes Pop","Green Party","2"
"2020-06-04","2020-06-05","Great Britain","Deltapoll","Mail on Sunday","SNP","2"
"2020-06-03","2020-06-03","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","Conservative","41"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","Conservative","41"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","Labour","39"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","Labour","39"
"2020-06-03","2020-06-03","Great Britain","Redfield &amp; Wilton","NA","Labour","36"
"2020-06-03","2020-06-03","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","Liberal Democrats","7"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","Liberal Democrats","7"
"2020-06-03","2020-06-03","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2020-06-03","2020-06-03","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","Green Party","4"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","SNP","4"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","Green Party","4"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","SNP","4"
"2020-06-03","2020-06-03","Great Britain","Survation","NA","Reform UK","1"
"2020-06-03","2020-06-03","United Kingdom","Survation","NA","Reform UK","1"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Labour","39"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Conservative","35"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Plaid Cymru","15"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Liberal Democrats","5"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Green Party","3"
"2020-05-29","2020-06-01","Wales","YouGov","ITV Wales","Reform UK","2"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","Conservative","45"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","Labour","35"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","Green Party","5"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","SNP","5"
"2020-05-29","2020-05-30","Great Britain","YouGov","Times","Reform UK","2"
"2020-05-28","2020-05-29","Great Britain","Opinium","Observer","Conservative","43"
"2020-05-28","2020-05-29","Great Britain","Opinium","Observer","Labour","39"
"2020-05-28","2020-05-29","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-05-28","2020-05-29","Great Britain","Opinium","Observer","SNP","5"
"2020-05-28","2020-05-29","Great Britain","Opinium","Observer","Green Party","3"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","Conservative","43"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","Labour","38"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","8"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","Green Party","4"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","SNP","3"
"2020-05-27","2020-05-28","Great Britain","Deltapoll","Mail on Sunday","Reform UK","2"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","Conservative","43"
"2020-05-27","2020-05-27","Great Britain","Redfield &amp; Wilton","NA","Conservative","43"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","Labour","38"
"2020-05-27","2020-05-27","Great Britain","Redfield &amp; Wilton","NA","Labour","37"
"2020-05-27","2020-05-27","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","Liberal Democrats","6"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","SNP","5"
"2020-05-27","2020-05-27","Great Britain","Redfield &amp; Wilton","NA","SNP","5"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","Green Party","4"
"2020-05-26","2020-05-27","Great Britain","YouGov","DatapraxisEU","Reform UK","3"
"2020-05-27","2020-05-27","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","Conservative","46"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","Conservative","46"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","Conservative","44"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","Labour","38"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","Labour","33"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","Labour","33"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","SNP","5"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","SNP","5"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","SNP","5"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","Green Party","4"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","Green Party","4"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","Green Party","4"
"2020-05-25","2020-05-26","Great Britain","YouGov","Times","Reform UK","2"
"2020-05-22","2020-05-26","Great Britain","Survation","NA","Reform UK","0"
"2020-05-22","2020-05-26","United Kingdom","Survation","NA","Reform UK","0"
"2020-05-21","2020-05-22","Great Britain","Opinium","Observer","Conservative","47"
"2020-05-21","2020-05-22","Great Britain","Opinium","Observer","Labour","35"
"2020-05-21","2020-05-22","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-05-21","2020-05-22","Great Britain","Opinium","Observer","SNP","5"
"2020-05-21","2020-05-22","Great Britain","Opinium","Observer","Green Party","3"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","Conservative","48"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","Labour","33"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","Liberal Democrats","6"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","Green Party","5"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","SNP","5"
"2020-05-18","2020-05-19","Great Britain","YouGov","Times","Reform UK","2"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","Conservative","46"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","Conservative","46"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","Labour","33"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","Labour","33"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","Liberal Democrats","7"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","Liberal Democrats","7"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","Green Party","4"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","SNP","4"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","Green Party","4"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","SNP","4"
"2020-05-15","2020-05-17","Great Britain","Savanta ComRes","NA","Reform UK","2"
"2020-05-15","2020-05-17","United Kingdom","Savanta ComRes","NA","Reform UK","2"
"2020-05-15","2020-05-15","Great Britain","Redfield &amp; Wilton","NA","Conservative","47"
"2020-05-15","2020-05-15","Great Britain","Redfield &amp; Wilton","NA","Labour","35"
"2020-05-15","2020-05-15","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","9"
"2020-05-15","2020-05-15","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-05-15","2020-05-15","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2020-05-13","2020-05-14","Great Britain","Opinium","Observer","Conservative","49"
"2020-05-13","2020-05-14","Great Britain","Opinium","Observer","Labour","34"
"2020-05-13","2020-05-14","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-05-13","2020-05-14","Great Britain","Opinium","Observer","SNP","5"
"2020-05-13","2020-05-14","Great Britain","Opinium","Observer","Green Party","3"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","Conservative","51"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","Labour","32"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","Liberal Democrats","7"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","SNP","5"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","Green Party","2"
"2020-05-05","2020-05-11","Great Britain","Verian","NA","Reform UK","2"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","Conservative","49"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","Labour","33"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","Green Party","5"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","SNP","5"
"2020-05-05","2020-05-07","Great Britain","Opinium","Observer","Reform UK","0"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","Conservative","50"
"2020-05-06","2020-05-06","Great Britain","Redfield &amp; Wilton","NA","Conservative","50"
"2020-05-06","2020-05-06","Great Britain","Redfield &amp; Wilton","NA","Labour","31"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","Labour","30"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","Liberal Democrats","7"
"2020-05-06","2020-05-06","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","7"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","Green Party","5"
"2020-05-06","2020-05-06","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","SNP","4"
"2020-05-06","2020-05-06","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-05-05","2020-05-06","Great Britain","YouGov","Times","Reform UK","3"
"2020-05-01","2020-05-05","Scotland","Norstat","Wings Over Scotland","SNP","50"
"2020-05-01","2020-05-05","Scotland","Norstat","Wings Over Scotland","Conservative","26"
"2020-05-01","2020-05-05","Scotland","Norstat","Wings Over Scotland","Labour","17"
"2020-05-01","2020-05-05","Scotland","Norstat","Wings Over Scotland","Liberal Democrats","5"
"2020-05-01","2020-05-05","Scotland","Norstat","Wings Over Scotland","Green Party","2"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","Conservative","51"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","Labour","33"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","SNP","5"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","Green Party","3"
"2020-04-27","2020-05-01","Great Britain","Opinium","Observer","Reform UK","0"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","Conservative","48"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","Conservative","48"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","Labour","31"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","Labour","31"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","Liberal Democrats","8"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","Liberal Democrats","8"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","Green Party","5"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","Green Party","5"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","SNP","4"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","SNP","4"
"2020-04-27","2020-04-28","Great Britain","Survation","NA","Reform UK","1"
"2020-04-27","2020-04-28","United Kingdom","Survation","NA","Reform UK","1"
"2020-04-24","2020-04-27","Scotland","YouGov","NA","SNP","51"
"2020-04-24","2020-04-27","Scotland","YouGov","NA","Conservative","25"
"2020-04-24","2020-04-27","Scotland","YouGov","NA","Labour","15"
"2020-04-24","2020-04-27","Scotland","YouGov","NA","Liberal Democrats","6"
"2020-04-24","2020-04-27","Scotland","YouGov","NA","Green Party","2"
"2020-04-26","2020-04-26","Great Britain","Redfield &amp; Wilton","NA","Conservative","50"
"2020-04-26","2020-04-26","Great Britain","Redfield &amp; Wilton","NA","Labour","33"
"2020-04-26","2020-04-26","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","7"
"2020-04-26","2020-04-26","Great Britain","Redfield &amp; Wilton","NA","SNP","5"
"2020-04-26","2020-04-26","Great Britain","Redfield &amp; Wilton","NA","Green Party","4"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","Conservative","50"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","Labour","33"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","Liberal Democrats","7"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","SNP","5"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","Green Party","3"
"2020-04-21","2020-04-23","Great Britain","Opinium","Observer","Reform UK","0"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","Conservative","54"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","Labour","28"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","Liberal Democrats","9"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","Green Party","4"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","SNP","4"
"2020-04-16","2020-04-20","Great Britain","Verian","NA","Reform UK","1"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","Conservative","53"
"2020-04-17","2020-04-17","Great Britain","Redfield &amp; Wilton","NA","Conservative","52"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","Conservative","51"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","Labour","32"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","Labour","32"
"2020-04-17","2020-04-17","Great Britain","Redfield &amp; Wilton","NA","Labour","31"
"2020-04-17","2020-04-17","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","8"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","Liberal Democrats","6"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","SNP","5"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","Liberal Democrats","5"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","SNP","4"
"2020-04-17","2020-04-17","Great Britain","Redfield &amp; Wilton","NA","SNP","4"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","Green Party","3"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","Green Party","3"
"2020-04-17","2020-04-17","Great Britain","Redfield &amp; Wilton","NA","Green Party","3"
"2020-04-16","2020-04-17","Great Britain","YouGov","Times","Reform UK","1"
"2020-04-15","2020-04-17","Great Britain","Opinium","Observer","Reform UK","0"
"2020-04-07","2020-04-09","Great Britain","Opinium","Observer","Conservative","55"
"2020-04-07","2020-04-09","Great Britain","BMG","Independent","Conservative","46"
"2020-04-07","2020-04-09","Great Britain","BMG","Independent","Labour","29"
"2020-04-07","2020-04-09","Great Britain","Opinium","Observer","Labour","29"
